LNum,FName,MName,LName,ClassTitle,GradYear,Email,PhoneNum,Address,ResidenceHallID,RoomID,DOB,EnrollmentStatus,POBox,FERPA,SSN,PreferredName,MealPlan,Notes,EmployeeID,ExcelStudent
994927157,Giovanna,,Steabler,59,2029,dsteabler1m@deviantart.com,537-137-6682,5524 Arizona Park,3,917,2007-03-28,163726188077683,9156,false,,Dave,19,708067944828665,97,false
989983001,Timmie,,Vynehall,60,2028,rvynehall1n@nature.com,937-519-5038,91850 Nobel Alley,5,805,2010-01-15,976103375651025,9360,false,4709518325,,3,634230411663817,,false
986231558,Clement,,McKinnon,61,2025,gmckinnon1o@bbc.co.uk,154-975-2353,513 Truax Parkway,2,114,2000-09-12,796210864604368,9085,false,9858922988,Gwenni,21,172979225067237,163,true
991894125,Britni,,Mowen,62,2028,emowen1p@desdev.cn,726-227-7513,216 Truax Crossing,14,353,2011-01-31,247352178365591,9653,false,7106480682,,4,669614488708035,,false
987705045,Roxie,,Merrill,63,2023,smerrill1q@gizmodo.com,778-834-1504,91 Express Lane,14,885,2005-06-14,726661061134283,9037,false,3624193589,,23,259511093754716,,true
943051008,Marlena,Vassili,Carette,64,2025,hcarette1r@t.co,160-597-0640,98 Di Loreto Circle,9,421,2000-11-08,870374780793521,9356,true,5384670941,,17,814160161941031,,false
997927370,Rheta,,Tschierse,65,2028,ctschierse1s@jiathis.com,189-140-3156,036 Clarendon Court,9,866,2006-04-07,446759460375072,,false,7362864698,,8,697288518857055,,true
976957230,Dulciana,Henry,Atyeo,66,2030,xatyeo1t@jigsy.com,845-446-4169,87 Little Fleur Lane,17,591,2007-08-28,476360119761152,9933,false,4325598294,Xavier,11,026416085177379,890,false
947859873,Susann,,Blowers,67,2024,nblowers1u@theglobeandmail.com,931-274-7465,0 Killdeer Crossing,20,382,2006-06-10,203101842778488,,true,,,7,679877837383953,,true
916004739,Zorana,,Gaveltone,68,2023,ugaveltone1v@artisteer.com,801-294-5125,3 Grayhawk Terrace,6,381,2001-11-27,566843950946894,,true,8759193529,Ursuline,7,621816316431459,602,false
955563249,Vick,,Keijser,69,2030,lkeijser1w@chron.com,798-859-1921,01 Lakewood Gardens Street,10,503,1999-12-03,902462795788373,9169,true,,Leroy,3,306538104282305,830,false
994292505,Aksel,Myrvyn,Wayte,70,2031,swayte1x@harvard.edu,223-854-6267,806 Park Meadow Terrace,8,427,2007-11-27,320109226349209,9027,true,5958179444,,5,035893400881583,,false
996197352,Elysee,Arly,Amyes,71,2028,mamyes1y@omniture.com,253-239-5053,51171 Saint Paul Plaza,17,624,2001-04-11,246908516871508,9265,false,6805403129,Matty,4,963526385725855,27,true
957649600,Malvina,,Sarsons,72,2023,gsarsons1z@answers.com,141-640-6662,5 Saint Paul Street,6,271,1999-05-07,076038775264681,9623,false,9261491336,,6,954389245606398,,true
934596978,Shandy,,Kasbye,73,2022,wkasbye20@uiuc.edu,890-580-9150,122 Hermina Center,9,485,2008-01-05,152947606824344,9663,false,5318913322,Wilmer,9,622270648591365,113,false
931837521,Bernardine,,Ringrose,74,2031,sringrose21@amazon.co.jp,465-108-3864,220 Meadow Ridge Hill,11,411,2001-06-29,088597537280688,,false,2315243094,Sena,20,694934015360344,277,true
957125815,Abigael,,Danilovich,75,2021,adanilovich22@webeden.co.uk,973-774-1551,71 Eagan Park,5,936,2011-04-25,462850446956496,9518,true,,,10,040299963692713,,true
982706870,Giuditta,Kay,Hook,76,2024,fhook23@springer.com,157-660-5074,5 Jenna Pass,11,406,2006-11-11,736464860157955,,false,7392998243,Filippo,8,320297237617116,143,false
937063121,Adelind,,Castana,77,2023,ecastana24@skype.com,888-169-3213,3 Alpine Trail,20,837,2009-02-01,502803451012937,9147,true,5514002189,,12,942142640619826,,true
939907404,Brandtr,,Mowling,78,2029,smowling25@upenn.edu,789-789-2685,8950 Reindahl Parkway,18,214,2004-07-26,211210540235407,9748,true,5543882948,,22,706500863154186,,true
961423912,Lanni,Tremaine,Dablin,79,2028,mdablin26@angelfire.com,626-327-1289,2936 Mifflin Place,5,161,2011-08-15,488447962458415,9869,false,2960855372,,14,531562380134010,,true
926191988,Susette,Briana,Kurten,80,2024,ekurten27@oakley.com,940-656-4337,68 Oxford Terrace,16,558,2002-08-12,468706975551488,,false,8272244107,Edmund,12,241038738510364,348,true
979329607,Giorgi,,Schooling,81,2024,lschooling28@dion.ne.jp,330-190-7993,4 Coolidge Parkway,10,175,2009-10-31,351405689335341,9429,true,5346644705,Lynnett,9,011267608540074,693,true
962126933,Dewitt,,Sinnat,82,2028,csinnat29@mashable.com,474-681-7275,07317 Forest Dale Plaza,8,265,2012-05-27,384477142330849,9159,false,,Cornelle,1,470273104229508,664,true
940072131,Rouvin,,Lacknor,83,2028,rlacknor2a@cafepress.com,280-102-2103,0765 Vahlen Drive,8,24,2009-05-18,665530022629984,9410,true,,,13,073801121253037,,false
955363201,Zachary,Hayley,Parratt,84,2028,lparratt2b@jigsy.com,640-378-7328,86275 Lakeland Street,7,746,2010-12-17,417462437118697,9809,false,,,22,972230239463573,,false
939084594,Agosto,,Witherdon,85,2024,dwitherdon2c@topsy.com,110-483-6065,8 Orin Parkway,20,114,2011-10-23,293384649115213,9773,false,2981725180,Darda,7,359469506573686,161,true
977470460,Jade,Donaugh,Dunstan,86,2025,bdunstan2d@photobucket.com,691-498-3941,77388 Kennedy Center,1,227,2009-10-30,558008079545276,9105,false,,,5,307090461855203,,false
992394367,Drusie,,Wardel,87,2020,dwardel2e@over-blog.com,518-257-9421,5 Meadow Valley Circle,6,727,2006-09-18,661364201762921,9885,true,3171486049,,14,408570016593826,,true
989070285,Leda,Rozelle,Lewzey,88,2031,tlewzey2f@bloglovin.com,385-649-2412,4015 Packers Place,3,17,2002-07-22,228736256390349,9896,true,,Tammie,16,343584348639246,489,true
940889740,Jdavie,Kalle,Drinkeld,89,2031,hdrinkeld2g@multiply.com,844-266-4093,145 Green Ridge Alley,17,202,2000-08-02,779547554989233,9589,false,3667783810,Hedvige,3,653322034624199,604,true
966792682,Dulcine,Doloritas,Foord,90,2023,ffoord2h@twitpic.com,881-621-2754,83434 Lake View Plaza,15,418,2010-01-04,210328380921932,9081,true,1461618690,,2,001555626623573,,true
945789363,Sanson,Karilynn,Ferraro,91,2024,gferraro2i@earthlink.net,142-276-4111,4 Pearson Alley,10,66,2009-05-10,331180665985904,,false,,,20,927008091026610,,true
970769593,Leslie,,Craddock,92,2030,dcraddock2j@angelfire.com,339-297-0081,563 Forest Dale Circle,7,281,2011-10-22,825225014411907,,true,6202190750,,21,983016054159543,,true
974107336,Filide,,McSporon,93,2031,imcsporon2k@slashdot.org,951-396-6156,7789 Hansons Trail,8,177,2000-12-04,208709620524416,9337,false,3544222124,Imelda,17,944806460448651,352,true
932778836,Mitchel,,Fanshaw,94,2029,mfanshaw2l@feedburner.com,971-382-6083,27884 Elgar Trail,14,289,2004-02-23,914461728819695,,false,,,10,974982404277201,,true
912592435,Giovanna,Deana,Charpin,95,2021,tcharpin2m@moonfruit.com,816-429-7393,04 Anderson Plaza,1,214,2008-11-20,380313873614015,9184,false,1165856899,,22,312917588382900,,false
933288386,Keri,Bevvy,Deeney,96,2021,hdeeney2n@photobucket.com,186-619-7905,358 Orin Park,1,829,2008-02-24,694731792145183,9678,true,,,20,145104936442150,,false
983959120,Selle,,Aubery,97,2020,haubery2o@ucoz.ru,706-892-2770,3257 Corscot Trail,12,912,2011-04-20,004052893327611,9925,false,,,1,488696875998942,,false
998916185,Hersch,,Lechmere,98,2025,alechmere2p@uiuc.edu,332-469-8407,12439 Browning Drive,17,224,2000-04-05,283631981026072,9571,true,7316336600,,12,105941693784966,,false
956781959,Alicea,,O'Quin,99,2020,toquin2q@sciencedaily.com,257-780-6583,47 Hoepker Hill,2,530,2011-12-04,617801451189736,9288,true,,,22,599103586772521,,false
938150982,Bianka,,Mathissen,100,2024,bmathissen2r@mapquest.com,207-375-7165,27 Petterle Avenue,9,772,2003-10-14,337177832439624,9187,false,5057927804,,18,301532467600591,,true
961441785,Karly,,Spedroni,101,2023,tspedroni2s@1688.com,466-824-7432,4 Chive Parkway,13,165,2007-06-08,296974601986280,9617,true,7246359997,,23,000813805945240,,false
992466513,Gilberte,Addie,Hebborne,102,2030,ahebborne2t@google.co.jp,512-965-1637,54194 Schiller Pass,19,123,2006-08-06,273604980542787,9232,false,7509829187,,11,471804769063532,,true
923325875,Esme,Si,Clewlowe,103,2023,sclewlowe2u@lulu.com,189-659-3460,095 Blaine Drive,12,574,2001-11-19,240022462813050,9781,true,6447729206,,17,890758924972690,,true
941954225,Michel,Fairfax,Crampton,104,2023,hcrampton2v@weebly.com,959-154-4753,63 Lyons Parkway,20,281,2001-04-04,048852346146960,9931,false,8192428711,Hubey,20,742806456324442,509,true
971143998,Germayne,,Kemwall,105,2022,tkemwall2w@businessweek.com,987-280-6029,3 7th Hill,20,870,2006-01-08,025416834930565,9610,false,2250272430,Therese,9,459121291155176,164,true
989923635,Mel,,Bamborough,106,2025,fbamborough2x@wix.com,383-277-9655,1320 Elmside Drive,18,968,2004-03-20,437076083598361,,true,9570548782,,19,290770690710705,,true
909485260,Ricoriki,Grissel,Storrier,107,2026,istorrier2y@surveymonkey.com,646-643-2277,8 Karstens Circle,1,168,2012-01-31,662369760250665,9226,true,9117036024,,14,897960097562526,,true
989442509,Kerr,Melanie,Guly,108,2029,sguly2z@buzzfeed.com,630-585-2586,5 Clarendon Drive,19,365,2002-09-18,905271497374464,9650,true,,,9,183449466808120,,true
968673149,Yolanda,,Tumioto,109,2020,ctumioto30@lulu.com,178-422-2264,72189 Utah Crossing,7,514,2005-11-29,427458560014033,9378,false,,,4,594600646493838,,true
956992617,Elga,,Probets,110,2029,oprobets31@sciencedaily.com,239-714-2544,83 Stuart Pass,1,801,2012-06-14,683766256590811,9901,true,2050850216,,14,743607642733556,,true
989017276,Gelya,,Costerd,111,2031,tcosterd32@feedburner.com,673-456-7248,142 Daystar Trail,15,461,2002-10-19,186929980360587,9703,true,2265901962,,2,394410756381847,,false
959404651,Sybil,Crista,Davidy,112,2029,bdavidy33@studiopress.com,256-397-0972,68109 Pine View Hill,15,387,2002-05-04,433775497128388,,false,2315962209,,7,681972380782446,,true
926246057,Ronni,,Haward,113,2020,bhaward34@columbia.edu,373-191-8528,51 Mcguire Court,18,989,2007-04-15,047597480584965,9317,true,5284524042,Brendon,14,947922792323370,648,true
953923842,Lotta,Modesty,Sherston,114,2026,bsherston35@people.com.cn,690-240-4228,57 Forest Run Way,1,62,1999-03-24,812628380144750,9849,false,3983833833,,5,496500434689041,,false
904351723,Beatrix,,Eudall,115,2030,teudall36@forbes.com,888-725-6255,7 Express Circle,1,416,2006-06-11,504709197092795,9340,true,5222158031,,15,531476452543467,,true
960436273,Pattie,,Sherr,116,2030,bsherr37@newsvine.com,962-469-6018,08 Sauthoff Hill,9,750,2000-12-17,462888003922082,9729,true,7637801264,,12,437185890910523,,false
955177342,Odele,,Fipp,117,2027,mfipp38@princeton.edu,569-662-6496,1718 Pleasure Park,13,554,2004-07-21,594933443714915,,false,4631830439,Mitchell,13,566219483972526,650,false
946682815,Leticia,Casey,Keirl,118,2021,rkeirl39@over-blog.com,178-993-2153,0 Marquette Circle,18,591,2009-02-17,289186248103983,,false,,Rebbecca,4,120906715244254,161,true
923135713,Bernie,Hester,Stuke,119,2029,tstuke3a@github.com,457-765-7120,83 Delladonna Street,19,591,2005-05-12,566488610380561,9150,false,6564845102,,15,749673814899015,,false
911419777,Mary,,Whittek,120,2031,awhittek3b@msn.com,960-782-3070,48 Bobwhite Center,1,160,1999-08-15,494255382188613,9564,true,3791371222,,14,726882208694362,,false
939473625,Carleen,Keane,Scutter,121,2030,tscutter3c@acquirethisname.com,423-452-4461,6 Lien Circle,15,857,2002-01-05,690845752498405,9967,true,2109454352,,10,256300732914652,,false
997919225,Tyson,,Franchi,122,2021,tfranchi3d@go.com,318-643-3380,99732 Dayton Way,6,395,2001-04-29,559041769666898,,false,,,14,976499895558916,,true
918915352,Maynord,Vallie,Faughnan,123,2022,jfaughnan3e@mayoclinic.com,343-318-4179,2 Del Sol Court,7,701,2002-08-20,737568191959099,9609,false,3077031594,,1,659548166618803,,false
920551852,Harv,Cristina,Malley,124,2031,mmalley3f@japanpost.jp,221-308-7354,7931 Crownhardt Trail,18,193,1999-02-15,269736164926896,9291,false,6103449280,Merridie,5,656674351960084,653,true
974705185,Torie,,Coulton,125,2027,ccoulton3g@nih.gov,213-721-2366,40046 Straubel Park,9,265,2000-01-28,037946604812265,9527,true,7863688730,,18,954262194291600,,true
937185285,Virgilio,Kit,Crottagh,126,2022,wcrottagh3h@amazon.co.jp,616-865-4404,0 Pearson Way,4,776,2007-09-07,164786446250631,9986,true,,,10,491218881019606,,false
946509595,Leeanne,Odille,Ceeley,127,2028,mceeley3i@youtube.com,918-651-5218,975 Independence Place,8,10,1999-12-01,540748215301490,9215,true,9597435321,,23,445002740418738,,false
942933559,Julian,,Peace,128,2024,ipeace3j@oaic.gov.au,973-400-5339,54717 Walton Terrace,8,457,2009-09-04,263529776595636,9590,false,9032148975,,13,508694873275322,,true
902977254,Sutherland,Lizzie,Pattle,129,2021,bpattle3k@hud.gov,290-372-1629,6673 Northview Court,7,549,2002-03-04,302497804369764,,true,8107446683,,11,600548169507599,,true
964963878,Julietta,Isidro,Issakov,130,2020,aissakov3l@bigcartel.com,271-357-2108,06494 Arrowood Park,1,399,2005-02-23,012116154437205,,false,3585668381,,19,223323605897489,,true
937325840,Sibby,Bailey,Martinek,131,2024,rmartinek3m@yelp.com,708-247-7457,31589 Waywood Place,16,668,2005-11-21,646931171725423,9016,false,9776504384,Rustin,15,093316746038060,409,true
950661641,Flossie,,Sawnwy,132,2031,asawnwy3n@tuttocitta.it,602-750-6916,7 Fordem Avenue,20,912,2002-01-30,064713920974148,9726,true,6827876234,,18,377525676306475,,false
975792959,Meaghan,Darin,Humbee,133,2027,ghumbee3o@eventbrite.com,837-664-9971,16042 Ronald Regan Pass,6,745,2009-05-11,066906885365073,9846,true,1793944215,,24,600345778966729,,false
981950631,Roderic,,Aviss,134,2021,caviss3p@ft.com,704-784-2066,1 Sullivan Circle,5,843,2011-02-21,199588016978115,9811,false,6763584346,,15,996895770674372,,false
970155720,Bobbette,Dave,Pearn,135,2022,jpearn3q@wix.com,662-703-8626,4290 2nd Park,15,613,2008-11-03,753115147393746,9609,true,,,1,339607106004074,,true
988984324,Theo,Hestia,Cookman,136,2022,lcookman3r@typepad.com,454-674-8606,62 Mandrake Point,16,245,2012-02-19,405833331356960,,true,9679093914,,10,893820840150865,,true
999286406,Bridgette,,Achromov,137,2021,sachromov3s@friendfeed.com,508-665-2321,31945 Rockefeller Plaza,15,355,2005-03-26,980450473068859,9589,false,3542885986,,15,577308643405433,,true
913930381,Sharia,,Farden,138,2029,efarden3t@yelp.com,671-729-5740,168 Towne Parkway,16,618,2005-03-02,538245546113363,9794,true,5759269470,,15,981931568979232,,true
990768460,Bayard,,Brislawn,139,2023,bbrislawn3u@sakura.ne.jp,538-336-8798,73 Chinook Trail,15,137,2001-07-26,132613296992878,9448,false,3219473226,,5,118515192018034,,true
956955305,Alwin,,McMenamin,140,2028,mmcmenamin3v@hhs.gov,244-508-7123,30 Talisman Crossing,6,758,2002-08-06,213226648835258,9163,true,7366028700,,19,475340077129410,,false
936691148,Rodolph,,Bethune,141,2021,lbethune3w@bigcartel.com,522-162-2703,70187 Lindbergh Terrace,20,969,2000-10-31,992102219496449,,false,8803201209,,21,559383700699106,,true
913545401,Mel,,Schultze,142,2021,rschultze3x@sfgate.com,611-519-9299,420 Waywood Plaza,13,881,2009-05-17,169109114545672,9882,true,1147284904,,9,904388526493894,,true
952105619,Valerye,,Acott,143,2024,nacott3y@gnu.org,337-224-5544,3827 Fairfield Place,7,643,2003-11-20,013255633220260,9688,false,,,10,015465971956627,,true
909058850,Tessa,Ivory,McGown,144,2025,emcgown3z@foxnews.com,672-444-2148,3 Stoughton Avenue,3,198,2001-04-21,382044510441679,,true,6179331235,,24,637907700783923,,true
962693947,Silvester,Luci,Goodinge,145,2020,wgoodinge40@dyndns.org,136-622-3171,822 American Center,9,744,2011-03-11,547937884739149,,true,4109656488,,19,804237352477176,,true
908478072,Karil,,Daber,146,2030,sdaber41@ft.com,559-853-4262,4 Badeau Junction,16,584,2011-12-28,667510215526148,9430,false,9299084286,,11,403706600964199,,false
925435339,Elsbeth,Wittie,Harbord,147,2030,rharbord42@si.edu,221-565-8225,53 Fieldstone Circle,19,188,2004-05-17,882121045254621,9552,true,9574513863,,12,652842799427236,,true
906387330,Ivan,Rowan,McKinnon,148,2026,pmckinnon43@tumblr.com,404-915-3255,88 Susan Junction,9,402,2003-04-07,643121976601252,9327,true,3664180924,,19,829301909727806,,true
911041880,Valentine,Si,Fitzsimmons,149,2030,afitzsimmons44@pen.io,218-736-6906,54 Superior Plaza,9,615,2002-07-25,756584115627020,9156,true,9313697912,Aurlie,12,821442974081376,584,false
