LNum,FName,MName,LName,ClassTitle,GradYear,Email,PhoneNum,Address,ResidenceHallID,RoomID,DOB,EnrollmentStatus,POBox,FERPA,SSN,PreferredName,MealPlan,Notes,EmployeeID,ExcelStudent
9821518492,Sax,Kiley,Hynd,Senior,2011,bhynd10@wordpress.org,870-349-4336,89 Schlimgen Circle,4,9,2/27/1991,abroad,8781,false,5170187702,,7,,,false
9027761372,Oby,Alicia,Danson,Freshman,2013,sdanson11@flickr.com,115-814-1107,27 Cody Plaza,2,1,6/12/1988,transfered,3429,false,4313909435,Suzann,7,,38,false
9460065423,Adan,Meier,Fardon,Sophomore,2020,kfardon12@forbes.com,946-267-8697,30310 Aberg Park,4,3,7/15/1997,abroad,4342,false,3743698451,,24,,,true
9926674663,Kandace,Willem,Muckian,Senior,2012,smuckian13@netscape.com,866-194-0419,49 Hoard Parkway,7,21,6/22/1996,transfered,9287,true,7031191372,,24,,,false
9443525025,Gaston,Gordie,Sowman,Junior,2017,dsowman14@nature.com,955-845-4550,14163 Graedel Terrace,4,35,8/7/1988,deferred,6593,false,5446078750,,14,,,false
9712424326,Leeanne,,Mainland,Sophomore,2018,hmainland15@tiny.cc,469-282-4428,39 Macpherson Drive,6,24,10/17/1996,dropped,5176,false,,Helsa,14,,42,false
9418280761,Traver,Gardie,Mattioni,Sophomore,2011,dmattioni16@technorati.com,540-575-0089,1 Warrior Lane,7,14,2/16/1991,dropped,7486,false,2215289122,,24,,,true
9598460792,Deeanne,Jodie,Basson,Freshman,2016,lbasson17@privacy.gov.au,848-248-5915,4 Linden Way,8,27,4/19/1991,transfered,3366,false,8947411916,,7,,,false
9027764876,Sabine,Christian,Fishpool,Junior,2009,kfishpool18@ow.ly,655-235-7497,9 Manitowish Avenue,5,1,10/15/1996,transfered,8933,false,9298439799,Kirsteni,14,,45,false
9314666150,Arney,Dennis,McPolin,Sophomore,2014,mmcpolin19@omniture.com,367-286-0529,57268 East Place,9,10,5/10/1997,deferred,6428,false,1320218806,,24,,,true
9470061914,Natividad,,Monroe,Freshman,2012,zmonroe1a@usda.gov,723-403-3656,12 Lillian Hill,10,2,2/22/1996,abroad,4527,true,,,24,,,true
9729670078,Mellisa,Rebeca,Buckenhill,Sophomore,2009,ebuckenhill1b@hostgator.com,854-338-6750,44100 Morningstar Street,3,14,10/2/1994,active,5428,true,7553897431,,24,,,false
9296579272,Helaine,,Adderley,Junior,2001,madderley1c@narod.ru,549-735-0093,56315 Jana Pass,10,38,7/4/1993,deferred,1440,true,,Megan,24,lol,49,false
9945035139,Caressa,Isaiah,Wallworth,Senior,2003,swallworth1d@abc.net.au,966-672-8854,9 Schmedeman Parkway,3,8,2/7/1989,abroad,4567,false,7644291953,,7,,,false
9714017451,Beniamino,Drusy,Pele,Senior,2005,ipele1e@slashdot.org,802-884-2471,045 Utah Place,4,4,2/18/1994,dropped,8688,true,9647012077,,24,,,true
9868329765,Claus,Merle,Keightley,Junior,2018,fkeightley1f@unesco.org,659-878-2584,1 Stephen Point,5,34,4/25/1995,deferred,9104,false,3286460269,,24,,,false
9333566395,Lon,Aggi,Vaszoly,Junior,2006,jvaszoly1g@photobucket.com,658-834-5138,1913 Mcbride Court,6,27,7/28/1988,abroad,2826,true,7890168267,Judith,24,,53,true
9026041508,Gladi,Kristine,Canham,Sophomore,2013,ecanham1h@nhs.uk,867-127-1007,9 Rockefeller Circle,3,39,11/21/1992,active,3897,false,6325504906,Eolande,14,,54,true
9025938364,Sileas,,Gaythorpe,Junior,2014,kgaythorpe1i@zdnet.com,560-423-8446,484 Corscot Crossing,10,34,12/31/1995,transfered,7558,true,,,24,,,false
9424343414,Phineas,Marchall,Capponer,Freshman,2013,lcapponer1j@uiuc.edu,924-571-0909,9998 Vahlen Terrace,5,15,2/11/1996,dropped,5337,true,9827693743,,24,,,true
9505928195,Willyt,Clive,Edson,Freshman,2014,fedson1k@cnet.com,404-908-1833,7 Dunning Junction,8,37,3/15/1993,transfered,5834,true,4128942325,,14,,,false
9447667629,Tracy,Al,Mathwen,Junior,2003,cmathwen1l@printfriendly.com,803-705-1411,47 Cambridge Road,8,21,6/27/1997,abroad,3916,true,1143643884,,24,lol,,true
9631238077,Roslyn,Denyse,Fairfull,Senior,2003,jfairfull1m@mozilla.com,941-304-9744,8 Larry Avenue,9,25,10/31/1995,active,9874,true,7274387502,,7,,,true
9015086231,Bettina,Sven,Eastop,Sophomore,2014,eeastop1n@lulu.com,308-870-6256,31 Amoth Pass,4,6,9/2/1989,deferred,1628,false,7154212378,,14,,,true
9177276980,Kelsey,,Cockerell,Sophomore,2015,tcockerell1o@amazon.de,257-131-6135,60 Lukken Parkway,3,40,2/23/1993,transfered,1621,false,,,14,lol,,false
9693326366,Fairlie,,Kaman,Sophomore,2010,lkaman1p@japanpost.jp,601-877-0694,88 Alpine Place,2,6,2/13/1996,active,7873,true,,,24,,,true
9262385741,Harold,Malcolm,Schimmang,Junior,2008,gschimmang1q@jimdo.com,761-288-2569,2 Westport Point,7,39,3/15/1991,transfered,2984,true,1334403694,,14,,,false
9816429419,Kaela,Sherm,Creese,Freshman,2011,bcreese1r@photobucket.com,491-475-0581,148 Fisk Point,9,12,1/28/1997,active,5853,true,2625384303,Bidget,14,,64,true
9942312972,Robert,,Krysiak,Sophomore,2015,dkrysiak1s@kickstarter.com,858-913-1011,635 Westend Plaza,4,10,5/3/1993,transfered,6085,true,,Dorthea,24,,65,false
9936479549,Adrian,,Scotchbrook,Sophomore,2007,gscotchbrook1t@tripod.com,231-740-3241,3 Holy Cross Point,10,34,2/21/1990,abroad,9691,false,,,14,,,false
9840663678,Cinda,Roseann,Moffett,Freshman,2011,nmoffett1u@state.gov,143-212-7086,8 Shopko Street,3,13,6/28/1997,transfered,9069,true,7988935130,,24,,,true
9849236028,Bab,Lamont,Beavers,Senior,2001,mbeavers1v@aol.com,584-180-5075,171 Sutherland Pass,5,28,7/12/1992,transfered,7032,true,7426496436,Melanie,14,,68,false
9797075547,Jeanette,Genevra,Mendez,Sophomore,2016,mmendez1w@aol.com,508-543-4258,27971 Lake View Trail,6,36,7/31/1988,abroad,6345,true,8798766873,,7,,,true
9203241699,Ophelie,Edouard,Clatworthy,Sophomore,2020,mclatworthy1x@illinois.edu,981-622-6778,595 Glacier Hill Road,4,19,7/2/1996,dropped,8483,true,9438573932,,7,,,false
9608826400,Tristam,Wye,Hendrickx,Freshman,2020,zhendrickx1y@craigslist.org,285-427-4491,42732 John Wall Court,3,33,8/17/1996,deferred,9738,true,4616430691,,7,,,true
9367390418,Barny,Daven,Severwright,Senior,2015,bseverwright1z@noaa.gov,894-350-2450,53029 Gateway Junction,2,23,10/7/1989,dropped,6651,true,8280696359,Babs,14,,72,true
9912331875,Melonie,Sosanna,Piscopello,Junior,2003,npiscopello20@so-net.ne.jp,617-961-8664,56 Mifflin Plaza,2,35,7/14/1995,transfered,3498,false,6867086274,,7,,,true
9590147846,Barde,Amalie,Tyson,Senior,2020,styson21@mayoclinic.com,813-422-4228,063 Holmberg Trail,3,25,8/25/1990,deferred,3621,false,3248766555,Stormi,7,,74,false
9444133351,Jillian,Arlan,Neylon,Senior,2000,aneylon22@linkedin.com,885-833-2202,72417 Trailsway Court,9,10,12/15/1988,active,2231,false,9901636481,,24,,,false
9902919504,Marget,Hans,Castellaccio,Junior,2018,pcastellaccio23@sciencedaily.com,299-115-7690,8799 Talisman Park,4,13,4/26/1995,abroad,2561,false,5258747973,,14,,,true
9217885650,Ileane,Silvana,Molesworth,Junior,2019,smolesworth24@paypal.com,632-507-4894,3687 Sloan Lane,9,31,3/28/1996,transfered,8962,false,2476293783,,24,,,true
9394657869,Abran,Ferrel,Ferrari,Junior,2000,dferrari25@apple.com,106-384-1892,18 Doe Crossing Park,8,32,10/1/1990,active,3900,true,7499055659,,7,,,true
9391228426,Archambault,,Persey,Sophomore,2012,fpersey26@cafepress.com,760-511-6658,168 Kipling Street,6,1,3/1/1988,transfered,3570,false,,,14,,,false
9257352949,Bent,,Beed,Junior,2015,cbeed27@rakuten.co.jp,383-913-3767,91 Meadow Ridge Alley,1,31,3/18/1995,transfered,7070,true,,,7,,,true
9657280889,Petunia,Farah,Kinsett,Freshman,2002,gkinsett28@pcworld.com,126-447-4309,7013 Fulton Hill,4,22,12/12/1992,deferred,3164,false,5446133338,,24,,,true
9470296256,Gannie,Stepha,Rickards,Senior,2017,mrickards29@cbc.ca,508-625-6417,516 Melody Plaza,1,9,9/14/1989,dropped,6089,true,3336923833,,7,,,false
9284662153,Blondie,Laryssa,Yousef,Freshman,2005,nyousef2a@noaa.gov,180-592-0512,8 Lake View Crossing,1,40,6/27/1992,transfered,8918,true,5582398565,Noble,24,,83,true
9016244904,Andra,Valli,Roncelli,Freshman,2011,sroncelli2b@slate.com,740-698-4106,4296 Birchwood Lane,6,34,3/9/1991,dropped,4208,true,8640683225,,24,,,true
9449100871,Boris,Doralin,Dewett,Sophomore,2004,ddewett2c@salon.com,655-933-6766,8985 5th Plaza,3,20,12/6/1995,dropped,9628,false,5352698531,,7,,,true
9310084064,Julienne,Savina,Kelinge,Sophomore,2001,ekelinge2d@booking.com,613-550-5837,5 Mccormick Street,1,32,10/5/1994,transfered,5183,false,4617967448,,14,,,true
9468258084,Anson,Cate,Winspear,Sophomore,2002,awinspear2e@accuweather.com,513-915-6834,978 Anderson Point,2,1,8/14/1997,abroad,1246,true,6915599108,,14,,,true
9577129558,Nike,,Gartland,Senior,2007,egartland2f@over-blog.com,293-247-3812,83 Monica Plaza,5,31,10/23/1996,active,1744,true,,,24,,,true
9449358295,Starlin,Red,Gadesby,Freshman,2007,agadesby2g@time.com,738-312-3578,3105 Boyd Court,7,21,9/12/1995,active,1983,false,5372977368,Ange,7,,89,true
9199907837,Bertram,,Largent,Freshman,2002,rlargent2h@digg.com,129-233-1738,090 Vera Point,5,23,7/24/1995,deferred,5783,false,,,14,,,false
9011373824,Elianora,Orv,Fulmen,Junior,2001,mfulmen2i@unblog.fr,715-567-0147,533 Merrick Pass,10,19,11/21/1993,dropped,5916,false,9275023387,,24,,,true
9054221272,Holly,Gaston,Crabtree,Junior,2008,acrabtree2j@howstuffworks.com,723-952-7398,536 Hovde Lane,4,31,12/26/1988,active,7348,true,6264388064,,7,,,true
9365828682,Hussein,Hadria,McMillian,Junior,2011,pmcmillian2k@aboutads.info,939-562-2815,31473 Bunting Parkway,9,5,1/13/1993,deferred,9222,false,9174069200,,24,,,false
9186943950,Althea,Doralin,Bauchop,Freshman,2019,ibauchop2l@yellowbook.com,660-590-6715,3 Lindbergh Court,10,9,2/4/1995,active,2280,true,8532467558,,14,,,true
9184622794,Chrystal,Danyette,Moynihan,Freshman,2016,fmoynihan2m@cargocollective.com,720-225-4887,85 Saint Paul Way,8,34,12/25/1991,transfered,4890,false,6704455838,,24,,,true
9842226911,Bili,Manfred,Hearl,Junior,2007,mhearl2n@angelfire.com,824-189-5079,2616 Hintze Drive,2,17,5/10/1991,deferred,1189,true,5412615272,,14,lol,,false
9876264823,Antonie,Ailis,Lewsam,Junior,2020,glewsam2o@abc.net.au,153-505-6588,8706 Grover Park,7,27,12/19/1994,abroad,4148,true,4617727383,,7,lol,,false
9869023501,Dru,Max,Andreasen,Freshman,2012,oandreasen2p@engadget.com,325-282-3131,76 Bartelt Plaza,5,5,9/16/1988,dropped,9042,false,9940813905,,14,,,false
9019698775,Nicolina,Christie,Bigby,Sophomore,2019,dbigby2q@wordpress.com,478-622-5759,82 Northwestern Park,10,23,6/2/1996,transfered,3389,false,2778291989,,14,,,false
9916700508,Hermina,,Penas,Freshman,2018,bpenas2r@umn.edu,639-401-0396,4358 Hanson Junction,2,7,4/15/1988,transfered,8920,false,,,7,,,false
9013144542,Gare,Dyann,Enser,Sophomore,2002,censer2s@yandex.ru,410-654-3393,513 Valley Edge Street,8,29,9/4/1991,deferred,2549,true,5032359760,Chelsea,7,,101,true
9211113560,Nesta,Portia,Handrick,Junior,2008,bhandrick2t@cbsnews.com,260-700-1387,60513 Florence Hill,6,39,3/4/1992,active,8716,false,4218700250,,24,,,true
9753556259,Mordy,Denver,Presser,Junior,2015,apresser2u@php.net,623-625-8788,2942 Becker Court,2,9,9/9/1994,active,4520,true,2590778967,,24,,,false
9079157312,Laurence,,Bradwell,Sophomore,2001,abradwell2v@jigsy.com,999-720-2421,49 Mesta Center,7,34,8/23/1989,transfered,1660,false,,,24,,,false
9050708325,Eva,,Growcott,Freshman,2004,bgrowcott2w@sogou.com,954-426-9335,18841 Moose Alley,7,7,6/25/1990,deferred,2525,true,,,7,,,false
9531650879,Hercule,Daphna,Jindra,Freshman,2010,pjindra2x@pen.io,248-997-5247,58891 Superior Center,1,23,1/25/1994,active,5915,true,7871249017,,24,,,true
9058821491,Carter,Kelsi,Licciardiello,Freshman,2004,mlicciardiello2y@flavors.me,798-352-1324,72 Reindahl Alley,3,26,9/3/1993,active,5268,true,8031039952,,7,,,false
9083324764,Hertha,,Raimbauld,Sophomore,2018,lraimbauld2z@parallels.com,113-730-2643,237 Sunnyside Hill,8,36,3/9/1988,transfered,8312,true,,,7,,,false
9149660821,Luis,,Pauleit,Sophomore,2011,cpauleit30@irs.gov,209-390-2017,187 Towne Terrace,9,7,12/14/1997,deferred,9681,true,,,14,,,true
9128331820,Cristin,,Chelley,Junior,2001,echelley31@spiegel.de,261-143-5723,01279 Glacier Hill Street,5,9,3/16/1994,deferred,5724,false,,,7,,,true
9446023639,Marcellus,Berton,Kochel,Sophomore,2007,rkochel32@pen.io,806-168-0486,26105 Pierstorff Court,8,36,9/4/1997,dropped,1711,false,2915824860,,14,,,true
9755040109,Sibylla,Kaitlyn,Paule,Junior,2018,hpaule33@amazon.co.uk,305-880-3109,70 Graedel Road,7,4,6/28/1994,abroad,1751,true,4996499765,Hadrian,14,,112,true
9702607140,Anita,Shirlene,Pleasants,Junior,2001,bpleasants34@redcross.org,453-866-0925,42574 1st Plaza,8,32,7/18/1996,transfered,5834,false,5788424403,Beret,7,lol,113,true
9111675089,Worth,Jessica,Nutbean,Junior,2016,anutbean35@reference.com,385-514-9611,405 3rd Point,1,38,12/26/1988,transfered,8877,true,5005786121,,7,,,false
9172089870,Jessika,Tomaso,Rounsivall,Freshman,2005,rrounsivall36@hao123.com,829-206-8230,126 Butternut Center,4,23,12/18/1992,active,3911,false,3431249412,,7,,,false
9559779068,Worthy,,Deinhard,Junior,2019,ndeinhard37@biglobe.ne.jp,211-961-5407,4818 Tennyson Terrace,9,35,9/18/1990,active,8714,false,,,14,,,true
9147531352,Gerome,Rouvin,Pentlow,Junior,2001,dpentlow38@alibaba.com,726-215-1566,34491 Dovetail Road,1,40,2/10/1993,dropped,8823,false,2020618435,,7,,,true
9112049750,Ynez,,Killelay,Sophomore,2009,ekillelay39@wiley.com,324-535-8363,63517 Susan Crossing,7,2,3/14/1988,dropped,9172,false,,,7,,,true
9541111547,Normand,Grete,Toomer,Senior,2013,atoomer3a@abc.net.au,609-245-1204,092 Dottie Center,9,32,10/13/1993,dropped,4937,false,8173013003,Agretha,7,lol,119,true
9938534962,Caresse,,O'Donnelly,Junior,2008,dodonnelly3b@linkedin.com,752-716-1982,2886 Kim Center,6,23,3/17/1994,deferred,6865,false,,,24,,,true
9894732462,Sunny,Kimberlee,Duddy,Junior,2016,mduddy3c@dropbox.com,125-953-3794,14485 Schurz Place,2,13,3/9/1997,active,3212,false,7004305824,,24,,,false
9072334137,Elsey,Garek,Bigrigg,Junior,2000,mbigrigg3d@japanpost.jp,440-709-9274,362 Montana Plaza,1,23,5/4/1993,dropped,1993,false,2952224891,,14,,,false
9918320653,Celestia,Collette,Brito,Freshman,2001,rbrito3e@slashdot.org,546-799-3405,58526 Mariners Cove Point,8,17,1/16/1988,abroad,2682,true,3382290529,,14,,,false
9338121374,Antonino,Nettie,Giorgini,Senior,2008,egiorgini3f@infoseek.co.jp,351-229-3261,93940 Mallory Center,9,4,1/4/1996,deferred,2453,false,4197499033,Esmeralda,24,,124,true
9599685115,Freddi,Jeramey,Fitzsymons,Sophomore,2016,tfitzsymons3g@yahoo.co.jp,382-591-1844,75 Walton Terrace,4,39,6/27/1997,active,1943,false,9020405338,,14,,,true
9173600289,Ariel,,Palser,Freshman,2007,apalser3h@artisteer.com,915-754-7630,06720 Spohn Junction,1,22,10/12/1995,transfered,8067,false,,,24,,,true
9483628918,Imelda,Michel,Weatherall,Junior,2009,nweatherall3i@ucoz.ru,316-425-9421,092 Stone Corner Alley,8,40,5/6/1993,abroad,4207,true,4604346942,Noah,24,,127,false
9116711096,Bron,,Lowle,Sophomore,2001,slowle3j@symantec.com,617-660-6632,16 Charing Cross Plaza,6,30,11/24/1994,abroad,5281,false,,,14,,,false
9165218529,Dorrie,Kalie,Cullum,Sophomore,2017,bcullum3k@nature.com,745-841-6234,93252 Dixon Point,8,25,8/6/1997,active,7289,false,9307813113,Budd,7,,129,true
9742597898,Phylys,Belva,Pearmine,Sophomore,2005,mpearmine3l@hugedomains.com,548-680-9582,2 Sachs Avenue,10,33,5/4/1989,active,4887,false,2748725107,,7,,,true
9590118350,Deonne,,Lillicrap,Junior,2019,hlillicrap3m@elegantthemes.com,947-547-0816,9574 Mandrake Park,6,19,4/21/1996,abroad,8648,false,,,7,,,false
9348403949,Cissy,Laurence,Mumm,Sophomore,2007,lmumm3n@newsvine.com,787-400-8239,28 Fieldstone Point,7,24,7/12/1995,transfered,5567,false,8150603082,,7,,,true
9042167898,Melva,Marquita,Stihl,Junior,2012,tstihl3o@columbia.edu,413-697-0622,261 Ridgeway Avenue,5,5,11/13/1991,transfered,1812,true,8575880412,Timothea,24,lol,133,false
9095487768,Pyotr,Bradley,Blincowe,Senior,2003,kblincowe3p@sogou.com,128-620-5818,5514 Kensington Way,6,30,9/27/1996,deferred,6730,true,5525949159,,7,,,false
9050131238,Kevin,Melisa,Mc Faul,Sophomore,2020,tmcfaul3q@simplemachines.org,456-911-6763,91144 Gulseth Lane,7,2,5/12/1991,abroad,3440,false,5569049544,,24,,,true
9079311553,Gloriane,Chip,Rowbottom,Freshman,2017,rrowbottom3r@ocn.ne.jp,503-931-0221,93498 North Park,1,7,3/22/1996,deferred,7181,true,4791050224,Redd,24,,136,false
9391394465,Brear,Kliment,Madgett,Senior,2004,dmadgett3s@boston.com,163-137-6024,21017 Sullivan Way,2,9,10/26/1992,active,2781,true,4883764914,Dyanna,24,,137,false
9420878307,Humbert,Olenolin,Gloy,Freshman,2001,cgloy3t@360.cn,612-951-5468,418 Scofield Avenue,1,7,1/12/1997,dropped,6015,false,1938433162,Celinka,14,,138,true
9350358909,Bonny,,Capnerhurst,Senior,2001,jcapnerhurst3u@prnewswire.com,764-421-3396,5 Orin Way,5,5,10/12/1989,abroad,6610,true,,,24,,,false
9356099256,Eddi,,Extill,Senior,2015,sextill3v@uiuc.edu,601-955-6612,334 Loeprich Trail,8,18,8/12/1995,abroad,6034,false,,,14,,,true
9510836055,Gretta,Correy,Isham,Sophomore,2019,kisham3w@ning.com,992-191-0198,5 Brickson Park Plaza,9,31,8/27/1989,active,1536,true,6649529768,,7,,,true
9043199057,Isabelita,Clareta,Krelle,Sophomore,2001,skrelle3x@arizona.edu,517-527-1940,8669 Nelson Court,1,39,11/18/1995,dropped,5851,false,3056878806,,7,,,false
9230409660,Jayson,Gertruda,Sommerscales,Junior,2003,asommerscales3y@google.com.au,774-613-2510,8 Ridgeway Hill,4,31,8/22/1997,active,4396,true,9326682831,Afton,14,,143,true
9708726108,Catlin,Anny,Boak,Freshman,2002,kboak3z@cnn.com,143-596-7924,0 Del Sol Park,7,26,4/17/1991,transfered,2946,false,4361908485,,24,,,true
9491785871,Lacie,Napoleon,De Filippi,Sophomore,2004,sdefilippi40@indiatimes.com,787-737-4104,41931 Oxford Court,2,5,6/4/1992,dropped,3092,false,6058979955,,7,,,true
9628108323,Gilberte,Maddi,Lode,Junior,2008,glode41@aboutads.info,410-749-0841,7 Harbort Place,4,6,12/14/1992,abroad,3574,true,8124520195,Giff,24,,146,false
9497931582,Saloma,Brnaba,Rasher,Freshman,2006,arasher42@shareasale.com,262-619-2209,5102 Stuart Parkway,7,13,3/15/1993,abroad,2584,true,2926756758,,14,,,false
9810210167,Gasparo,D'arcy,Filgate,Senior,2010,cfilgate43@house.gov,796-470-8171,33 Mcguire Court,7,24,10/26/1997,abroad,6071,true,4746660194,,7,,,false
9062827019,Sherlocke,Bruno,Starton,Junior,2011,dstarton44@drupal.org,733-397-4200,4 Elka Plaza,3,37,5/4/1996,active,1995,false,9143921978,,7,,,true
9093268162,Lowrance,Ernie,Garnam,Senior,2012,vgarnam45@eventbrite.com,787-469-6357,9321 International Junction,1,23,11/16/1995,deferred,8210,true,2321155296,,7,,,false
9719316869,Case,,Addess,Senior,2002,aaddess46@dell.com,669-503-9485,6 Buhler Drive,7,16,10/2/1992,deferred,3329,false,,Aubert,24,,151,true
9468546553,Arlena,Sonnie,Beddow,Freshman,2011,gbeddow47@mayoclinic.com,197-691-3927,5645 Fieldstone Place,7,22,5/14/1997,dropped,9257,false,6512019545,,24,,,false
